ρ,PPV,P_H,P_AC1,P_AC2,P_WM,P_DW,P_EV,P_REF,P_AS,Pnet,Pb,Ps,Cele,C_H_dc,C_AC1_dc,C_AC2_dc,Cdc,C
0.0930512326474097,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6169296724523262,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6514696724523262
0.08899705774876654,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.5900504928743221,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6245904928743221
0.12762122395339132,0.0,2.1,2.05,0.94,0.0,0.0,0.0,0.5,0.2,5.789999999999999,5.789999999999999,-0.0,0.7389268866901356,0.04859999999999999,0.024300000000000016,0.031360000000000006,0.10426000000000002,0.8431868866901356
0.11845076739762683,0.0,2.4,2.2,0.94,0.0,0.0,0.0,0.5,0.2,6.24,6.24,-0.0,0.7391327885611915,0.021600000000000005,0.010799999999999987,0.031360000000000006,0.06376,0.8028927885611915
0.10282599782625904,0.0,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.32,6.32,-0.0,0.6498603062619571,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.7053003062619572
0.11367740190143269,0.0,2.4,2.05,1.02,0.0,0.0,0.0,0.5,0.2,6.17,6.17,-0.0,0.7013895697318396,0.021600000000000005,0.024300000000000016,0.02304,0.06894000000000003,0.7703295697318396
0.09724181887033684,0.0,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.32,6.32,-0.0,0.6145682952605288,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.6700082952605289
0.10139717554077637,0.029952693325692493,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.290047306674308,6.290047306674308,-0.0,0.6377930309146425,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.6932330309146424
0.09577812369283703,0.5459181532307898,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.084081846769209,6.084081846769209,-0.0,0.5827219436772056,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6172619436772057
0.10394485426151825,1.7278817058187648,2.4,2.05,1.1,0.0,0.0,0.0,0.5,0.2,4.522118294181235,4.522118294181235,-0.0,0.470050927042014,0.021600000000000005,0.024300000000000016,0.015999999999999993,0.06190000000000002,0.5319509270420141
0.09092255879203175,2.930819958235833,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,3.699180041764166,3.699180041764166,-0.0,0.3363389148296128,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.3708789148296128
0.09159942666666668,3.671272880931605,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,2.958727119068394,2.958727119068394,-0.0,0.2710177077697833,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.3055577077697833
0.0992380888888889,3.8268856463533054,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,2.493114353646695,2.493114353646695,-0.0,0.24741190383735548,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.3028519038373555
0.08544735108310203,3.4941384006031644,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,13.435861599396835,13.435861599396835,-0.0,1.14805878318763,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,1.1663987831876301
0.09201152136795859,2.549182878138644,2.4,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,14.080817121861354,14.080817121861354,-0.0,1.2955974054864632,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,1.3301374054864632
0.11051468334217959,1.0800856122010412,2.4,2.05,1.1,0.0,0.0,10.0,0.5,0.2,15.16991438779896,15.16991438779896,-0.0,1.6764982848955763,0.021600000000000005,0.024300000000000016,0.015999999999999993,0.06190000000000002,1.7383982848955764
0.08763572068056058,0.20287313157449174,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,16.727126868425508,16.727126868425508,-0.0,1.4658938180296377,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,1.4842338180296377
0.09074700444444445,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6016526394666666,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6361926394666666
0.09046845333333334,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.5998058455999999,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6343458456
0.09938640609022907,0.0,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.32,6.32,-0.0,0.6281220864902478,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.6835620864902479
0.09089258444444445,0.0,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.929999999999999,6.929999999999999,-0.0,0.6298856101999999,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.6482256101999999
0.08671848000000001,0.0,2.6999999999999997,2.3499999999999996,1.18,2.0,0.0,0.0,0.5,0.2,8.93,8.93,-0.0,0.7743960264000002,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.7927360264000002
0.09430923579232697,0.0,2.4,2.3499999999999996,1.18,2.0,1.5,0.0,0.5,0.2,10.129999999999999,10.129999999999999,-0.0,0.9553525585762721,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.9898925585762721
0.12721549247596625,0.0,2.1,2.05,0.94,0.0,1.5,0.0,0.5,0.2,7.289999999999999,7.289999999999999,-0.0,0.9274009401497939,0.04859999999999999,0.024300000000000016,0.031360000000000006,0.10426000000000002,1.031660940149794
