ρ,PPV,P_H,P_AC1,P_AC2,P_WM,P_DW,P_EV,P_REF,P_AS,Pnet,Pb,Ps,Cele,C_H_dc,C_AC1_dc,C_AC2_dc,Cdc,C
0.10533836666666667,0.0,2.4,2.05,1.1,0.0,0.0,0.0,0.5,0.2,6.25,6.25,-0.0,0.6583647916666667,0.021600000000000005,0.024300000000000016,0.015999999999999993,0.06190000000000002,0.7202647916666668
0.12287377267536106,0.0,2.1,2.05,0.94,0.0,0.0,0.0,0.5,0.2,5.789999999999999,5.789999999999999,-0.0,0.7114391437903405,0.04859999999999999,0.024300000000000016,0.031360000000000006,0.10426000000000002,0.8156991437903405
0.11918264058366981,0.0,2.4,2.2,0.94,0.0,0.0,0.0,0.5,0.2,6.24,6.24,-0.0,0.7436996772420996,0.021600000000000005,0.010799999999999987,0.031360000000000006,0.06376,0.8074596772420997
0.11248050304767399,0.0,2.4,2.05,1.02,0.0,0.0,0.0,0.5,0.2,6.17,6.17,-0.0,0.6940047038041485,0.021600000000000005,0.024300000000000016,0.02304,0.06894000000000003,0.7629447038041485
0.10573122203673796,0.0,2.4,2.05,1.1,0.0,0.0,0.0,0.5,0.2,6.25,6.25,-0.0,0.6608201377296122,0.021600000000000005,0.024300000000000016,0.015999999999999993,0.06190000000000002,0.7227201377296123
0.09950930741732227,0.0,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.32,6.32,-0.0,0.6288988228774768,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.6843388228774767
0.1022691460910642,0.0,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.32,6.32,-0.0,0.6463410032955258,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.7017810032955258
0.11903713700624646,0.06049870988375206,2.4,2.2,0.94,0.0,0.0,0.0,0.5,0.2,6.1795012901162485,6.1795012901162485,-0.0,0.7355901417018447,0.021600000000000005,0.010799999999999987,0.031360000000000006,0.06376,0.7993501417018447
0.12769174104911651,0.4714285921018548,2.1,2.05,0.94,0.0,0.0,0.0,0.5,0.2,5.318571407898144,5.318571407898144,-0.0,0.6791376429685648,0.04859999999999999,0.024300000000000016,0.031360000000000006,0.10426000000000002,0.7833976429685648
0.10339882112011936,0.9966441059125384,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,5.323355894087462,5.323355894087462,-0.0,0.5504287238514826,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.6058687238514826
