ρ,PPV,P_H,P_AC1,P_AC2,P_WM,P_DW,P_EV,P_REF,P_AS,Pnet,Pb,Ps,Cele,C_H_dc,C_AC1_dc,C_AC2_dc,Cdc,C
0.0859073888888889,0.0,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.929999999999999,6.929999999999999,-0.0,0.5953382049999999,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.6136782049999999
0.09148580729219334,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6065509023472417,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6410909023472418
0.0857389888888889,0.0,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.929999999999999,6.929999999999999,-0.0,0.594171193,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.612511193
0.09623682024622773,0.0,2.4,2.2,1.02,0.0,0.0,0.0,0.5,0.2,6.32,6.32,-0.0,0.6082167039561593,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,0.6636567039561594
0.0913891232239796,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6059098869749847,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6404498869749847
0.08588368,0.0,2.6999999999999997,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.929999999999999,6.929999999999999,-0.0,0.5951739023999999,0.00540000000000001,0.0027000000000000127,0.010240000000000006,0.01834000000000003,0.6135139023999999
0.09274394666666666,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6148923663999999,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6494323663999999
0.20749032750261517,0.08983782015938689,1.5,1.75,0.7799999999999999,0.0,0.0,0.0,0.5,0.2,4.640162179840614,4.640162179840614,-0.0,0.9627887703603777,0.135,0.0675,0.05184000000000001,0.25434,1.2171287703603777
0.21030134220673244,0.9543560778729507,1.5,1.75,0.7799999999999999,0.0,0.0,0.0,0.5,0.2,3.77564392212705,3.77564392212705,-0.0,0.7940229845180101,0.135,0.0675,0.05184000000000001,0.25434,1.0483629845180102
0.0897360511111111,2.0829928960396398,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,4.547007103960359,4.547007103960359,-0.0,0.40803046188357206,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.4425704618835721
0.0940608488888889,2.4427812098873702,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,4.187218790112629,4.187218790112629,-0.0,0.3938533538815002,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.42839335388150024
0.1344304577777778,2.389949393869669,2.1,2.05,0.86,0.0,0.0,0.0,0.5,0.2,3.320050606130331,3.320050606130331,-0.0,0.446315922827489,0.04859999999999999,0.024300000000000016,0.04096,0.11386000000000002,0.560175922827489
0.09627317777777777,2.4893585307580213,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,4.140641469241977,4.140641469241977,-0.0,0.39863271228237185,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.43317271228237186
0.1001127688888889,2.0597780392259017,2.4,2.2,1.02,0.0,0.0,10.0,0.5,0.2,14.260221960774098,14.260221960774098,-0.0,1.4276303054632353,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,1.4830703054632353
0.0943180688888889,1.8447027088823384,2.4,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,14.785297291117661,14.785297291117661,-0.0,1.394520688446338,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,1.429060688446338
0.090353,1.259341584867653,2.4,2.3499999999999996,1.18,0.0,0.0,10.0,0.5,0.2,15.370658415132347,15.370658415132347,-0.0,1.388785099782453,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,1.423325099782453
0.10302192222222223,0.37416699588870417,2.4,2.2,1.02,0.0,0.0,10.0,0.5,0.2,15.945833004111297,15.945833004111297,-0.0,1.6427703675180982,0.021600000000000005,0.010799999999999987,0.02304,0.05543999999999999,1.6982103675180982
0.12961474222222222,0.0,2.1,2.05,0.94,0.0,0.0,0.0,0.5,0.2,5.789999999999999,5.789999999999999,-0.0,0.7504693574666665,0.04859999999999999,0.024300000000000016,0.031360000000000006,0.10426000000000002,0.8547293574666666
0.09228942000000001,0.0,2.4,2.3499999999999996,1.18,0.0,0.0,0.0,0.5,0.2,6.629999999999999,6.629999999999999,-0.0,0.6118788546,0.021600000000000005,0.0027000000000000127,0.010240000000000006,0.03454000000000002,0.6464188546
